Fuel Type Code,Station Name,City,State,ZIP,Latitude,Longitude,Open Date,Access Code
ELEC,Nicholas Conservatory and Gardens,Rockford,IL,61107,42.283521,-89.06841,2012-10-01,public
ELEC,Swedish American Hospital,Rockford,IL,61104,42.266938,-89.07255,2012-10-01,public
ELEC,JIDD MOTORS SERVICE,Des Plaines,IL,60016,42.056564,-87.903563,2016-03-30,public
ELEC,CHAMPAIGN BMW STATION SA01,Savoy,IL,61874,40.074725,-88.249264,2016-04-08,public
LNG,United Parcel Service,Hodgkins,IL,60525,41.749426,-87.880555,2016-04-12,private
CNG,Pace Bus - South Division,Markham,IL,60428,41.592337,-87.668012,2016-04-01,private
ELEC,HY VEE SPRGFLD IL WEST,Springfield,IL,62704,39.775297,-89.669018,2016-06-15,public
ELEC,PRUDENTIALPLAZA STATION 01,Chicago,IL,60601,41.88536,-87.623191,2016-06-24,public
CNG,Clean Energy - Homewood Disposal,Homewood,IL,60430,41.571315,-87.653619,2016-08-11,public
ELEC,Veterans Administration - Illiana Health Care System,Danville,IL,61832,40.131991,-87.59227,2016-08-15,private
ELEC,Veterans Administration - North Chicago,North Chicago,IL,60064,42.308183,-87.862407,2016-08-15,private
ELEC,BOLINGBROOK STATION#1,Bolingbrook,IL,60440,41.682163,-88.084096,2016-08-20,public
ELEC,PARK FOREST EVS PARK FOREST EVS,Park Forest,IL,60466,41.482352,-87.679954,2016-08-24,public
ELEC,RPS ROGERS PARK SOL,Chicago,IL,60626,42.014848,-87.664015,2016-09-15,public
ELEC,540 W. MADISON LL1-4,Chicago,IL,60661,41.882368,-87.642179,2016-09-17,public
ELEC,#NAME?,DeKalb,IL,60115,41.932405,-88.766603,2016-09-17,public
E85,Hy-Vee - Galesburg #1,Galesburg,IL,61401,40.971199,-90.382949,2016-09-15,public
ELEC,Waterway,Northbrook,IL,60062,42.11014,-87.802433,2015-10-01,public
ELEC,SM PROPERTIES SCHNUCK PEORIA,Peoria,IL,61615,40.814685,-89.614686,2016-11-05,public
ELEC,EDENS OUTSIDE,Northbrook,IL,60062,42.139011,-87.797141,2016-11-08,public
ELEC,ZURICH STATION 3,Schaumburg,IL,60173,42.062743,-88.047782,2016-11-18,public
ELEC,HOLIDAY INN & S HI ROSEMONT,Rosemont,IL,60018,41.996814,-87.881889,2016-12-01,public
E85,Speedway #6207,Batavia,IL,60510,41.854662,-88.27774,2016-12-15,public
E85,Speedway #7412,Bensenville,IL,60106,41.960144,-87.957416,2016-12-15,public
E85,Speedway #6809,Northlake,IL,60164,41.916058,-87.883544,2016-12-15,public
ELEC,ONE SOUTH WACKE OSW STATION #1,Chicago,IL,60606,41.881597,-87.636514,2016-12-17,public
ELEC,OAK PARK 1 LAKE FOREST 2,Oak Park,IL,60301,41.889278,-87.7996,2017-02-17,public
ELEC,HIS HIS 2,Naperville,IL,60563,41.782152,-88.146842,2017-02-17,public
ELEC,LIBERTYVILLE W CHURCH,Libertyville,IL,60048,42.286146,-87.95561,2017-02-24,public
E85,Thorntons #112,Oak Forest,IL,60452,41.622785,-87.736747,2017-02-15,public
E85,Thorntons #114,Round Lake Beach,IL,60073,42.379234,-88.078285,2017-02-15,public
E85,Thorntons #2,Streamwood,IL,60107,42.032365,-88.145201,2017-02-15,public
E85,Thorntons #3,Orland Park,IL,60462,41.602566,-87.804313,2017-02-15,public
E85,Thorntons #301,Summit,IL,60501,41.7842,-87.801748,2017-02-15,public
E85,Thorntons #302,Joliet,IL,60435,41.521634,-88.149535,2017-02-15,public
E85,Thorntons #306,East Dundee,IL,60118,42.104059,-88.257034,2017-02-15,public
E85,Thorntons #317,Blue Island,IL,60406,41.6627,-87.679026,2017-02-15,public
E85,Thorntons #319,Channahon,IL,60410,41.452364,-88.201204,2017-02-15,public
E85,Thorntons #320,Elmhurst,IL,60126,41.912437,-87.940365,2017-02-15,public
E85,Thorntons #321,Waukegan,IL,60085,42.370022,-87.880029,2017-02-15,public
E85,Thorntons #9,Addison,IL,60101,41.941426,-88.009461,2017-02-15,public
ELEC,WENDYS #10420 PULASKI,Chicago,IL,60632,41.818127,-87.724593,2017-04-20,public
ELEC,ELECTRONIC THE BERNADIN,Chicago,IL,60611,41.896407,-87.626875,2017-05-17,public
E85,Thorntons #117,South Elgin,IL,60177,42.003747,-88.297086,2017-05-15,public
ELEC,OREGON1 OREGON1,Oregon,IL,61061,42.014806,-89.334867,2017-05-23,public
E85,BP,Mundelein,IL,60060,42.236816,-87.993575,2017-05-31,public
ELEC,KANE COUNTY HEALTH DEPT,Aurora,IL,60506,41.784525,-88.329587,2017-06-08,public
ELEC,ESB LAW FIRM  ESB LAW STATION,Highland Park,IL,60035,42.186114,-87.796535,2017-06-09,public
ELEC,JT JR COLLEGE ROMEO,Romeoville,IL,60446,41.637539,-88.116023,2017-06-21,public
ELEC,OAKTON COLLEGE1 LEE CENTER,Des Plaines,IL,60016,42.063975,-87.878192,2017-06-27,public
E85,Speedway #5036,Hampshire,IL,60140,42.147899,-88.509072,2017-06-15,public
E85,Speedway #3995,Belvidere,IL,61008,42.238272,-88.831889,2017-06-15,public
ELEC,CLC LOT 7 SCIENCE BUILDNG,Grayslake,IL,60030,42.353034,-88.011124,2017-07-11,public
ELEC,OPTIMA OPTIMA 4,Chicago,IL,60611,41.891107,-87.62139,2017-07-22,public
ELEC,MOMENT MOMENT 1,Chicago,IL,60611,41.892047,-87.617241,2017-07-28,public
E85,Thorntons #318,West Chicago,IL,60185,41.863524,-88.194865,2017-07-15,public
ELEC,PARKING GARAGE GARAGE LEVEL 1,Chicago,IL,60661,41.883868,-87.642736,2017-08-02,public
BD,Effingham Fast Stop General Store,Effingham,IL,62401,39.117958,-88.537445,2017-08-15,public
ELEC,PECK FARM EV STATION 01,Geneva,IL,60134,41.869504,-88.362638,2017-09-14,public
ELEC,OAK PARK 1 AVENUE GARAGE 4,Oak Park,IL,60301,41.887398,-87.793774,2017-09-15,public
ELEC,OAK PARK 1 HOLLY COURT 3B,Oak Park,IL,60301,41.889409,-87.804235,2017-09-16,public
ELEC,RICKY ROCKETS RR EV 01,Midlothian,IL,60445,41.625623,-87.73802,2017-10-13,public
CNG,Ameren Illinois,Maryville,IL,62062,38.730035,-89.954063,2017-10-03,private
E85,Speedway #3994,West Chicago,IL,60185,41.877721,-88.235499,2017-10-15,public
E85,Marathon - South Holland,South Holland,IL,60473,41.601134,-87.588957,2017-11-15,public
ELEC,ComEd,Elgin,IL,60123,42.023829,-88.320627,2017-01-18,private
ELEC,ComEd,Chicago,IL,60618,41.94629288,-87.69982,2012-11-06,private
ELEC,ComEd,Chicago,IL,60652,41.75497055,-87.71321,2013-01-02,private
ELEC,ComEd,Lombard,IL,60148,41.9550975,-88.0416907,2011-10-07,private
ELEC,ComEd,Rockford,IL,61109,42.234866,-89.096871,2011-10-03,private
ELEC,ComEd,Chicago,IL,60623,41.830949,-87.725261,2016-11-22,private
ELEC,ComEd,Crestwood,IL,60445,41.661034,-87.751474,2017-01-03,private
ELEC,KANE COUNTY STATION 1,Geneva,IL,60134,41.879214,-88.308461,2017-11-30,public
E85,Thorntons #111,Blue Island,IL,60406,41.674037,-87.680913,2017-12-15,public
E85,Thorntons #128,West Dundee,IL,60118,42.087053,-88.28957,2017-12-15,public
E85,Thorntons #325,South Holland,IL,60473,41.600796,-87.588129,2017-12-15,public
E85,Thorntons #118,Plainfield,IL,60544,41.595058,-88.20229,2017-12-15,public
E85,Thorntons #301,Forest Park,IL,60130,41.875666,-87.804942,2017-12-15,public
ELEC,EVANSTON CAMPUS NORTH GARAGE 4,Evanston,IL,60208,42.059424,-87.674182,2017-12-12,public
ELEC,THE EMERSON EMERSON EV04,Oak Park,IL,60301,41.887673,-87.803614,2017-12-12,public
ELEC,EVANSTON CAMPUS SOUTH GARAGE 1,Evanston,IL,60208,42.050577,-87.673523,2017-12-13,public
ELEC,Yorktown Mall,Lombard,IL,60148,41.839493,-88.007167,2017-12-01,public
ELEC,EVANSTON CAMPUS SOUTH GARAGE 4,Evanston,IL,60208,42.050534,-87.67334,2017-12-15,public
ELEC,GOVT. CENTER BATAVIA RIVERWA,Batavia,IL,60510,41.851905,-88.308909,2017-12-27,public
E85,Circle K #1404,Danville,IL,61832,40.145805,-87.612233,2018-01-15,public
E85,Murphy USA,Woodstock,IL,60098,42.296781,-88.424922,2018-02-15,public
E85,Speedway #4440,Beach Park,IL,60087,42.426927,-87.877284,2018-02-15,public
E85,Speedway #5004,Lake in the Hills,IL,60156,42.186636,-88.252547,2018-02-15,public
E85,Speedway #6210,Lake Barrington,IL,60010,42.18387,-88.189492,2018-02-15,public
E85,Speedway #7350,Gurnee,IL,60031,42.377985,-87.938771,2018-02-15,public
E85,Speedway #7503,Effingham,IL,62401,39.121698,-88.558467,2018-02-15,public
E85,Speedway #8799,Bedford Park,IL,60455,41.76881977,-87.81983897,2018-02-15,public
E85,Speedway #8851,South Elgin,IL,60177,42.009464,-88.289827,2018-02-15,public
E85,Gas N Wash - Shorewood,Shorewood,IL,60404,41.523279,-88.110736,2018-02-15,public
ELEC,209 ELMHURST ADDISON AVE,Elmhurst,IL,60126,41.901407,-87.940986,2018-03-07,public
ELEC,ADVOCATE GARAGE A,Oak Lawn,IL,60453,41.721922,-87.732853,2018-03-07,public
ELEC,Whole Foods Market,Northbrook,IL,60062,42.106689,-87.801018,2018-03-07,public
ELEC,Whole Foods Market,Schaumburg,IL,60173,42.04216,-88.03671,2018-03-07,public
E85,City of Chicago FS#10,Chicago,IL,60642,41.902344,-87.654691,2019-03-15,private
E85,Meijer Gas #301,Bradley,IL,60915,41.159213,-87.850974,2019-03-15,public
ELEC,ADP - Elk Grove Village,Elk Grove Villa,IL,60007,42.034543,-87.977995,2015-10-16,private
ELEC,Mariano's - Frankfort IL,Frankfort,IL,60423,41.509059,-87.848268,2015-12-31,public
ELEC,The RDI Group,Itasca,IL,60143,41.983917,-88.028338,2012-07-15,public
ELEC,McDonald's - Highland Park,Highland Park,IL,60035,42.18876,-87.801595,2016-08-12,public
ELEC,Trump International Hotel & Tower Chicago,Chicago,IL,60611,41.888835,-87.626658,2016-06-10,public
BD,Marathon,Robinson,IL,62454,39.0053,-87.742386,2018-05-15,public
BD,Thorntons #115,Cary,IL,60013,42.218188,-88.258297,2018-05-15,public
E85,Thorntons #119,Lake in the Hills,IL,60156,42.175191,-88.329977,2018-05-15,public
BD,Thorntons #119,Lake in the Hills,IL,60156,42.175191,-88.329977,2018-05-15,public
E85,Thorntons #322,Chicago,IL,60632,41.830608,-87.695109,2018-05-15,public
ELEC,EV PILOT EV PILOT GARAGE,Waukegan,IL,60085,42.361233,-87.832984,2018-06-01,public
BD,Thorntons #126,Naperville,IL,60563,41.77927,-88.185305,2018-05-15,public
BD,Thorntons #139,North Aurora,IL,60542,41.78946,-88.322353,2018-05-15,public
BD,Thorntons #349,Galesburg,IL,61401,40.965492,-90.382645,2018-05-15,public
BD,Thorntons #307,Wood Dale,IL,60191,41.992697,-87.980521,2018-05-15,public
BD,Thorntons #311,Island Lake,IL,60042,42.26384546,-88.17826939,2018-05-15,public
BD,Thorntons #319,Channahon,IL,60410,41.452364,-88.201204,2018-05-15,public
ELEC,Berman Nissan - Chicago,Chicago,IL,60618,41.943587,-87.708212,2018-06-06,public
ELEC,Berman Nissan - Chicago,Chicago,IL,60618,41.943587,-87.708212,2018-06-06,private
ELEC,ESPLANADE I 2001 STATION 01,Downers Grove,IL,60515,41.830267,-88.032935,2018-06-09,public
ELEC,TRITON TRITON BLDG B,River Grove,IL,60171,41.914531,-87.842204,2018-06-17,public
ELEC,E CAR 1007 CHURCH,Evanston,IL,60201,42.049264,-87.687086,2018-07-17,public
ELEC,WOODMAN'S BG EAST,Buffalo Grove,IL,60089,42.168057,-87.922466,2018-07-18,public
E85,Mobil - S & J,Chicago,IL,60619,41.756159,-87.624071,2018-07-15,public
LPG,Menards,Homewood,IL,60430,41.571007,-87.633775,2018-08-08,public
ELEC,ALTA ROOSEVELT SECOND FLOOR,Chicago,IL,60607,41.871161,-87.632675,2018-08-09,public
ELEC,HARPER COLLEGE LOT 1,Palatine,IL,60067,42.07948,-88.074352,2018-08-30,public
ELEC,Woodman's Markets - Tesla Supercharger,North Aurora,IL,60542,41.8029,-88.3702,2018-07-23,public
ELEC,Meijer - Tesla Supercharger,Bolingbrook,IL,60440,41.7222,-88.0374,2017-09-01,public
ELEC,Meijer - Tesla Supercharger,Champaign,IL,61822,40.1462,-88.2598,2016-05-01,public
ELEC,CherryVale Mall - Tesla Supercharger,Cherry Valley,IL,61112,42.2439,-88.9789,2013-09-01,public
ELEC,The Maxwell - Tesla Supercharger,Chicago,IL,60607,41.8691,-87.64,2018-04-01,public
ELEC,The Aqua at Lakeshore East - Tesla Supercharger,Chicago,IL,60601,41.8865,-87.6197,2018-04-01,public
ELEC,3030 North Broadway - Tesla Supercharger,Chicago,IL,60657,41.9376,-87.6447,2018-04-01,public
ELEC,Country Club Plaza - Tesla Supercharger,Country Club Hills,IL,60478,41.5852,-87.7211,2015-01-01,public
ELEC,Jack Flash - Effingham - Tesla Supercharger,Effingham,IL,62401,39.1371,-88.5635,2015-03-01,public
ELEC,Abt Electronics - Tesla Supercharger,Glenview,IL,60025,42.0772,-87.8608,2018-07-23,public
ELEC,Holiday Inn Mt. Vernon - Tesla Supercharger,Mt. Vernon,IL,62864,38.3163,-88.9559,2016-11-01,public
ELEC,Hy-Vee - Tesla Supercharger,Peru,IL,61354,41.3485,-89.1261,2016-06-01,public
ELEC,Meijer - Tesla Supercharger,Rolling Meadows,IL,60008,42.0498,-87.995,2018-04-01,public
ELEC,Village Crossing - Tesla Supercharger,Skokie,IL,60077,42.0089,-87.7634,2018-04-01,public
ELEC,Legacy Pointe - Tesla Supercharger,Springfield,IL,62711,39.7489,-89.6712,2015-01-01,public
E85,Gas N Wash - Plainfield,Plainfield,IL,60544,41.60732276,-88.24130203,2018-08-15,public
E85,Casey's General Store,Yorkville,IL,60560,41.656739,-88.433203,2018-08-15,public
ELEC,Knox College,Galesburg,IL,61401,40.942879,-90.368712,2018-08-01,public
ELEC,Makanda Inn & Cottages,Makanda,IL,62958,37.609819,-89.210034,2017-09-01,public
ELEC,ELGIN COMM COLL STATION 01,Elgin,IL,60123,42.020479,-88.321994,2018-09-19,public
ELEC,209 ELMHURST HAHN ST PARKING,Elmhurst,IL,60126,41.904521,-87.940415,2018-09-22,public
ELEC,OZINGA MOKENA 1,Mokena,IL,60448,41.545497,-87.849527,2018-09-25,public
ELEC,Lewis & Clark Community College - Weber Workforce Parking Lot,Godfrey,IL,62035,38.953293,-90.200095,2018-06-01,public
E85,Woodman's Food Markets,Buffalo Grove,IL,60089,42.167992,-87.922672,2018-10-15,public
E85,Casey's General Store,Freeport,IL,61032,42.275947,-89.630156,2018-10-15,public
E85,Casey's General Store,Machesney Park,IL,61115,42.36629811,-89.01367437,2018-10-15,public
E85,Casey's General Store,Forsyth,IL,62535,39.929369,-88.955035,2018-10-15,public
E85,Casey's General Store,Marshall,IL,62441,39.403701,-87.69304,2018-10-15,public
E85,Casey's General Store,Mulberry Grove,IL,62262,38.918252,-89.268969,2018-10-15,public
E85,Casey's General Store,Marion,IL,62959,37.74093,-88.922183,2018-10-15,public
E85,Casey's General Store,Andalusia,IL,61232,41.439327,-90.718917,2018-10-15,public
ELEC,UNITED ORD LOT UNITED 7,Chicago,IL,60666,41.981125,-87.88858,2018-11-14,public
ELEC,AVANT1 NW AVANT EV,Lisle,IL,60532,41.809503,-88.061736,2018-11-30,public
ELEC,MCGRATHSTHONDA SHOP 02,St. Charles,IL,60174,41.916422,-88.298958,2018-12-01,public
ELEC,LM CONSULTANTS EVSE 02,Grayslake,IL,60030,42.343546,-88.041468,2018-12-14,public
ELEC,WHEELING METRA WEST LOT2,Wheeling,IL,60090,42.136423,-87.930241,2018-12-19,public
ELEC,EXELON. BRAIDWOOD 7,Braceville,IL,60407,41.239929,-88.231163,2019-01-03,public
ELEC,"Hilton Garden Inn, Addison - Tesla Destination",Addison,IL,60101,41.937366,-88.041766,2017-09-01,public
ELEC,Best Western Premier Alton - St. Louis - Tesla Destination,Alton,IL,62002,38.903832,-90.132815,2018-04-01,public
ELEC,Prisco Community Center - Tesla Destination,Aurora,IL,60506,41.770496,-88.312725,2018-04-01,public
ELEC,Two Brothers Roundhouse - Tesla Destination,Aurora,IL,60505,41.76047,-88.308885,2018-11-01,public
ELEC,Vaughan Athletic Center - Tesla Destination,Aurora,IL,60506,41.78232,-88.367076,2018-11-01,public
ELEC,Eola Community Center - Tesla Destination,Aurora,IL,60504,41.745198,-88.247656,2018-11-01,public
ELEC,Ohare Auto Body LTD - Tesla Destination,Bensenville,IL,60106,41.960722,-87.961705,2016-02-01,public
ELEC,DoubleTree by Hilton Hotel Bloomington - Tesla Destination,Bloomington,IL,61701,40.461054,-88.967212,2017-07-10,public
ELEC,Canton Harvester Inn - Tesla Destination,Canton,IL,61520,40.557785,-90.035299,2015-08-01,public
ELEC,Amy Home Services - Tesla Destination,Carpentersville,IL,60110,42.11037,-88.296546,2015-09-01,public
ELEC,I Hotel and Conference Center - Tesla Destination,Champaign,IL,61820,40.093533,-88.237677,2014-12-12,public
ELEC,Home2 Suites By Hilton Champaign Urbana - Tesla Destination,Champaign,IL,61820,40.092448,-88.247278,2016-03-01,public
ELEC,Hyatt Place Champaign/Urbana - Tesla Destination,Champaign,IL,61820,40.11799,-88.243955,2015-10-01,public
ELEC,Campus Center Public Parking Deck - Tesla Destination,Champaign,IL,61820,40.111164,-88.230758,2017-09-01,public
ELEC,Grant Park North - Tesla Destination,Chicago,IL,60602,41.882818,-87.622948,2016-01-01,public
ELEC,Grant Park South - Tesla Destination,Chicago,IL,60604,41.877597,-87.623982,2016-04-01,public
ELEC,Loews Chicago Hotel - Tesla Destination,Chicago,IL,60611,41.890168,-87.61957,2016-03-01,public
ELEC,"The Guesthouse Hotel, a Select Registry Property - Tesla Destination",Chicago,IL,60640,41.970922,-87.667945,2015-10-01,public
ELEC,Millennium Lakeside Garage - Tesla Destination,Chicago,IL,60603,41.882106,-87.620406,2016-02-01,public
ELEC,Millennium Parking Garage - Tesla Destination,Chicago,IL,60601,41.882106,-87.620406,2016-02-01,public
ELEC,Atlantic Aviation MDW - Tesla Destination,Chicago,IL,60638,41.779961,-87.752254,2018-11-01,public
ELEC,AC Hotel Chicago Downtown - Tesla Destination,Chicago,IL,60611,41.89334,-87.625621,2015-10-01,public
ELEC,640 N LaSalle Parking Garage - Tesla Destination,Chicago,IL,60654,41.893593,-87.633408,2018-04-01,public
ELEC,Park Hyatt Chicago - Tesla Destination,Chicago,IL,60611,41.896829,-87.624502,2015-08-01,public
ELEC,Wyndham Chicago O'Hare - Tesla Destination,Des Plaines,IL,60018,42.010461,-87.886997,2018-11-01,public
ELEC,Comfort Inn O'Hare - Convention Center - Tesla Destination,Des Plaines,IL,60018,42.007723,-87.949952,2017-09-01,public
ELEC,Best Western O'Hare North/Elk Grove Hotel - Tesla Destination,Elk Grove Village,IL,60007,42.023957,-87.960192,2018-04-01,public
ELEC,Holiday Inn Chicago-Elk Grove - Tesla Destination,Elk Grove Village,IL,60007,42.011337,-87.95999,2018-11-01,public
ELEC,Super 8 O'Hare Elk Grove - Tesla Destination,Elk Grove Village,IL,60007,42.007905,-87.935927,2018-11-01,public
ELEC,Clarion Inn Elmhurst - Oakbrook - Tesla Destination,Elmhurst,IL,60126,41.870091,-87.956966,2017-09-01,public
ELEC,"Stone Terrace, a Select Registry Property - Tesla Destination",Evanston,IL,60201,42.045699,-87.674312,2017-09-01,public
ELEC,Hilton Orrington/Evanston - Tesla Destination,Evanston,IL,60201,42.04876,-87.680655,2018-04-01,public
ELEC,R Place - Tesla Destination,Forest Park,IL,60130,41.858383,-87.804311,2018-04-01,public
ELEC,Culver's of Galena - Tesla Destination,Galena,IL,61036,42.43626,-90.4504,2016-06-01,public
ELEC,Galena Brewing Co - Tesla Destination,Galena,IL,61036,42.416779,-90.426016,2015-09-01,public
ELEC,Chestnut Mountain Resort - Tesla Destination,Galena,IL,61036,42.318736,-90.393536,2015-10-01,public
ELEC,Jail Hill Inn - Tesla Destination,Galena,IL,61036,42.41892,-90.425857,2016-01-01,public
ELEC,Eagle Ridge Resort & Spa - Tesla Destination,Galena,IL,61036,42.405437,-90.338082,2018-11-01,public
ELEC,Goldmoor Inn & Resort - Tesla Destination,Galena,IL,61036,42.333844,-90.396761,2015-08-01,public
ELEC,The Herrington Inn and Spa - Tesla Destination,Geneva,IL,60134,41.886464,-88.303574,2015-08-01,public
ELEC,Delta Hotels by Marriott Chicago North Shore Suites - Tesla Destination,Glenview,IL,60025,42.080709,-87.864343,2018-11-01,public
ELEC,Shawnee Forest Cabins - Tesla Destination,Herod,IL,62947,37.581201,-88.365961,2017-09-01,public
ELEC,La Banque Hotel - Tesla Destination,Homewood,IL,60430,41.561297,-87.667064,2016-04-01,public
ELEC,Eaglewood Resort & Spa - Tesla Destination,Itasca,IL,60143,41.960502,-88.036797,2018-04-01,public
ELEC,Pig Minds Brewing Co. - Tesla Destination,Machesney Park,IL,61115,42.369494,-89.020041,2018-11-01,public
ELEC,Makanda Inn & Cottages - Tesla Destination,Makanda,IL,62958,37.610173,-89.21006,2017-09-01,public
ELEC,Comfort Suites Mount Vernon - Tesla Destination,Mt. Vernon,IL,62864,38.311129,-88.947069,2017-09-01,public
ELEC,Hotel Indigo Naperville Riverwalk - Tesla Destination,Naperville,IL,60540,41.770625,-88.150521,2018-04-01,public
ELEC,Wildwood Tavern - Tesla Destination,Niles,IL,60714,42.012218,-87.787665,2017-03-01,public
ELEC,Advantage Gallery - Tesla Destination,Niles,IL,60714,42.023939,-87.813096,2016-03-01,public
ELEC,My Place Hotel - North Aurora - Tesla Destination,North Aurora,IL,60542,41.816587,-88.347991,2018-11-01,public
ELEC,Hardware Gastro Pub - Tesla Destination,North Aurora,IL,60542,41.817455,-88.350806,2016-09-01,public
ELEC,Oak Brook Public Library - Tesla Destination,Oak Brook,IL,60523,41.832987,-87.937877,2018-11-01,public
ELEC,Village of Oak Brook - Soccer Club Lot - Tesla Destination,Oak Brook,IL,60523,41.832968,-87.938653,2018-11-01,public
ELEC,Quality Inn Georgio's Banquets - Tesla Destination,Orland Park,IL,60462,41.602623,-87.832469,2016-05-01,public
ELEC,One Technology Plaza Paking Deck - Tesla Destination,Peoria,IL,61602,40.690357,-89.590994,2016-05-01,public
ELEC,Machine Shed Restaurant Rockford - Tesla Destination,Rockford,IL,61108,42.27004,-88.97053,2018-11-01,public
ELEC,Thunder Bay Grille Rockford - Tesla Destination,Rockford,IL,61107,42.271572,-88.968063,2018-11-01,public
ELEC,Loews Chicago O'Hare - Tesla Destination,Rosemont,IL,60018,41.97427,-87.863541,2015-09-01,public
ELEC,Hyatt Regency O'Hare - Tesla Destination,Rosemont,IL,60018,41.980877,-87.857947,2016-02-01,public
ELEC,Holiday Inn Express and Suites Salem - Tesla Destination,Salem,IL,62881,38.623,-88.970418,2017-09-01,public
ELEC,Fairfield Inn & Suites by Marriott Chicago - Tesla Destination,Schaumburg,IL,60173,42.041576,-88.051074,2018-11-01,public
ELEC,Homewood Suites Chicago-Schaumburg - Tesla Destination,Schaumburg,IL,60173,42.047387,-88.058894,2018-04-01,public
ELEC,Four Points by Sheraton Chicago O'Hare Airport - Tesla Destination,Schiller Park,IL,60176,41.956862,-87.882949,2018-11-01,public
ELEC,Mantra by Indian Garden - Tesla Destination,Schiller Park,IL,60176,41.954628,-87.862528,2018-11-01,public
ELEC,Wingate by Wyndham Tinley Park - Tesla Destination,Tinley Park,IL,60477,41.55705,-87.795907,2017-09-01,public
ELEC,Waukegan National Airport - Tesla Destination,Waukegan,IL,60087,42.416548,-87.8673,2018-11-01,public
ELEC,Waukegan Harbor & Marina - Tesla Destination,Waukegan,IL,60185,42.3605363,-87.8251019,2017-09-01,public
ELEC,St. Andrews Golf Club - Tesla Destination,West Chicago,IL,60185,41.921915,-88.208524,2018-04-01,public
ELEC,Public Parking Lot,Atlanta,IL,61723,40.260478,-89.230861,2018-12-01,public
ELEC,Fashion Outlets of Chicago - Tesla Supercharger,Rosemont,IL,60018,41.9753,-87.866,2018-12-01,public
ELEC,WSB DARIEN,Darien,IL,60561,41.741968,-87.973128,2019-01-08,public
E85,Murphy Express,Romeoville,IL,60446,41.683823,-88.126036,2019-01-15,public
ELEC,PRAIRIE STATE PRAIRIE STATE,Chicago Heights,IL,60411,41.525678,-87.639803,2019-01-09,public
ELEC,RUSH OAKBROOK RUSH OAKBROOK 2,Oak Brook,IL,60523,41.849572,-87.927321,2019-01-09,public
ELEC,CRESCENT LOT GLEN ELLYN,Glen Ellyn,IL,60137,41.876135,-88.067779,2019-01-15,public
ELEC,DOWNTOWN MAINST STATION 1,Algonquin,IL,60102,42.166562,-88.292924,2019-01-16,public
ELEC,DOWNTOWN MAINST STATION 2,Algonquin,IL,60102,42.165614,-88.294214,2019-01-16,public
ELEC,Taylor Street Library and Apartments,Chicago,IL,60607,41.8698,-87.6605,2019-01-18,public
ELEC,Northwestern Memorial HealthCare,Chicago,IL,60611,41.894144,-87.617133,2018-09-20,private
ELEC,Bernice E. Lavin Early Childhood Education Center,Chicago,IL,60611,41.893379,-87.616848,2018-12-26,private
ELEC,Fashion Outlets of Chicago,Rosemont,IL,60018,41.975314,-87.865801,2017-04-17,public
E85,Faststop Express - Galva,Galva,IL,61434,41.16437,-90.027641,2019-01-15,public
ELEC,B&B Auto Inc,McHenry,IL,60050,42.341617,-88.274825,2019-02-01,public
ELEC,Harlem Irving Plaza,Norridge,IL,60706,41.955543,-87.807477,2017-02-01,public
ELEC,JIDD MOTORS SALES,Des Plaines,IL,60016,42.050349,-87.892333,2019-02-16,public
ELEC,Whole Foods Market,Park Ridge,IL,60068,42.010576,-87.824817,2018-06-01,public
ELEC,DOCTOR'S GARAGE SOUTH CAMPUS,Orland Park,IL,60462,41.610904,-87.864051,2019-03-08,public
ELEC,BBHSTATION1 SHOP02,Bloomington,IL,61704,40.504266,-88.9507,2019-03-14,public
ELEC,BBHSTATION1 SHOP01,Bloomington,IL,61704,40.503313,-88.951893,2019-03-14,public
ELEC,LAKE ZURICH VILLAGE HALL,Lake Zurich,IL,60047,42.197709,-88.09147,2019-04-10,public
ELEC,One Bennett Park,Chicago,IL,60611,41.891466,-87.616338,2019-04-11,public
BD,Speedway #7459,North Chicago,IL,60064,42.307515,-87.877233,2019-04-15,public
ELEC,AAMCO EV 2020 OGDEN,Lisle,IL,60532,41.799419,-88.09316,2019-04-16,public
E85,Thorntons #123,Roselle,IL,60172,41.970188,-88.114432,2019-04-15,public
ELEC,"Sams Club 8297 (Rockford, IL)",Rockford,IL,61108,42.26657,-88.978293,2019-04-26,public
ELEC,"Target T1167 - Glenview, IL",Glenview,IL,60025,42.103256,-87.814528,2019-04-26,public
ELEC,"Target T0866 (Woodridge, IL)",Woodridge,IL,60517,41.771506,-88.038097,2019-04-26,public
ELEC,"Walmart 1256 - Joliet, IL",Joliet,IL,60435,41.520613,-88.141106,2019-04-26,public
ELEC,Casey's Geneseo,Geneseo,IL,61254,41.432661,-90.157087,2019-04-26,public
ELEC,"Walmart 3459 - Bloomington, IL",Bloomington,IL,61705,40.48811,-89.041251,2019-04-26,public
ELEC,Walmart 3602 Springfield,Springfield,IL,62703,39.745748,-89.640856,2018-09-24,public
ELEC,Walmart 361 Collinsville,Collinsville,IL,62234,38.675746,-90.017584,2019-04-26,public
ELEC,CARLE FOUNDATIO CATF ADMIN,Champaign,IL,61822,40.072484,-88.308255,2019-04-27,public
ELEC,Naval Facilities Engineering Command - Naval Training Center - Building 11,Great Lakes,IL,60091,42.313411,-87.831183,2019-02-01,private
